,Desc_word_count,channelSubscribers,dayslive,mean_energy_entropy,mean_spectral_entropy,Description_ne_counts,Title_ne_counts,tags_composer,Title_composer,Description_composer,tags_artists,Title_artists,Description_artists,tags_instruments,Title_instruments,Description_instruments,tags_genres,Title_genres,Description_genres,tags_count,Title_pos,Description_pos,tags_pos,mfccPC1,mfccPC2,views_cat,viewCount
0,27,760.0,2741.0773842592594,3.1120694491000003,0.4171317559,3,4,1,2,1,0,0,0,1,0,0,0,0,0,8,0.0,0.32499999999999996,0.0,0.8524322746145259,-0.14684857487196068,3,298637.0
1,25,33845.0,423.3240625,3.1954336663,0.4256808074,13,11,2,3,1,0,0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,-1.1188390464856257,0.781115171666009,3,33825.0
2,27,2566.0,1006.268125,3.1619676798,0.2932797623,9,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,-1.6023684891962457,0.9822791398089558,3,75483.0
3,17,19225.0,900.544212962963,3.174901091,0.33355637,11,6,0,1,0,0,0,0,2,2,2,0,0,0,8,0.0,0.13636363636363635,0.0,1.431952797530639,-1.2681254808104243,3,43967.0
4,11,27300.0,2284.2667708333333,3.1722005129000004,0.2236097939,8,4,1,1,1,2,1,2,2,0,2,0,0,0,10,0.0,0.0,0.0,-0.24383021625132287,1.2323537196173144,3,27736.0
5,7,1884.0,4334.73917824074,3.1691245833,0.15517835359999999,4,5,7,0,2,3,0,0,1,0,0,0,0,0,13,0.0,0.0,0.0,-2.7247269473840547,0.1659166996325074,3,111080.0
6,25,52.0,4266.317291666666,3.1710980939,0.266317925,5,5,2,1,2,1,1,1,1,0,0,0,0,0,6,0.0,0.4125,0.0,-1.4430749642172602,0.9506634660529146,3,132654.0
7,13,0.0,1504.5424305555555,3.1833572825,0.3958095197,11,7,2,0,0,0,0,0,2,0,0,0,0,0,34,0.0,0.0,0.0,-1.9554462320681405,0.08531285141592444,3,52992.0
8,14,4728.0,1730.6075925925925,3.1982648645999996,0.4817978461,7,6,0,2,0,0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,2.44676495303919,-1.0663877694467165,2,7367.0
9,5,45457.0,1632.0844444444444,3.1975495218,0.5435650371999999,3,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,1.7256032206217276,-1.9246351296087258,2,8663.0
10,8,27300.0,2290.1475578703703,3.1422192359,0.3372485843,6,4,1,1,1,0,0,0,1,0,1,0,0,0,6,0.0,0.0,0.0,-1.2143095097731722,0.08430519482348042,1,231.0
11,15,2443.0,1480.4411458333334,3.2272867007999997,0.4537528298,13,2,0,1,1,0,0,0,0,0,2,0,0,0,2,0.0,0.0,0.0,-4.074716008658482,-0.19353368473730412,2,14715.0
12,3,508.0,787.9367476851852,3.1820053913,0.3145991419,0,5,1,1,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,-0.6591671658532533,1.0430605973269462,2,10861.0
13,14,499.0,746.2666550925926,3.2172691666000004,0.1263091135,9,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1.2811597084809878,1.2124691735274609,2,4261.0
14,4,12930.0,3264.0808564814815,3.1440394981,0.16823903210000002,1,4,1,1,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.3404036158478453,1.0406847239691104,1,646.0
15,4,3274.0,133.38878472222223,3.1285632209,0.035529737,1,4,0,1,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,-0.7120054539994862,0.5762731272266226,0,141.0
16,23,5469.0,316.39989583333335,3.0042022725,0.5678554786,13,8,0,1,1,0,1,1,1,0,0,0,0,0,11,0.0,0.5,0.0,2.3040633901033813,-0.5406138785998598,1,1648.0
17,8,7.0,1800.0977430555556,3.1798807387,0.31062370429999997,6,5,0,1,1,0,1,1,0,1,1,0,0,0,3,0.0,0.0,0.0,-0.12211805951497934,0.5879808007123305,1,1668.0
18,10,1233.0,2368.4885300925926,3.2151466171,0.7137071454,4,7,0,1,0,0,0,0,2,1,0,0,0,0,8,0.0,0.0,0.0,-0.4960471734445619,1.1337946586398633,2,18214.0
19,0,8.0,374.12844907407407,3.2314147835000004,0.3223357884,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1.2876092493706959,0.44018071264069425,0,198.0
20,19,23703.0,20.765833333333333,3.1752653479000004,0.30223370899999996,14,4,0,1,1,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.164991315207369,-0.604395858204495,0,0.0
21,27,13.0,715.0327430555556,3.1614133269,0.19456295440000002,20,2,0,1,2,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.6855256257971435,0.14100359482261482,1,281.0
22,13,69.0,579.5954166666667,3.1726960266,0.5868014849000001,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,-3.4730589626806054,-0.1355599677726704,0,34.0
23,19,10955.0,2931.6281365740742,3.2089642572000003,0.37044629,13,9,3,3,2,0,0,0,2,0,0,0,0,0,14,0.0,0.13636363636363635,0.0,-4.866380437372486,-0.6747347854883156,2,18635.0
24,26,174.0,109.52907407407407,3.1713816227,0.20475376480000002,17,2,0,1,2,0,0,0,0,0,0,0,0,0,4,0.0,0.07619047619047618,0.3,0.5852520088504052,0.12673801160076933,1,1613.0
25,16,266.0,800.1385416666667,3.1543241358999996,0.16308951060000001,11,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.31819749555215426,1.8577211876637916,1,920.0
26,19,24.0,2538.7213541666665,3.2066100318,0.3180692223,13,5,1,2,1,0,0,1,2,0,2,0,0,0,10,0.0,0.0,0.06818181818181818,-1.4042366791689629,1.4358966255291679,0,120.0
27,10,884.0,2761.3746180555554,3.1865749474,0.4109036768,7,7,1,1,1,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,-1.545735540324605,0.6301757130456146,1,1241.0
28,11,7528.0,934.9252777777778,3.1838472944,0.2284864743,7,5,0,1,1,0,0,0,1,2,0,0,0,0,4,0.0,0.0,0.0,-2.2026127840028673,-0.1147944984596121,2,10568.0
29,0,1.0,33.180416666666666,3.0550925556,0.18887863789999998,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.3778496365357868,-0.8053649916819411,0,0.0
30,3,0.0,83.63799768518518,2.956122185,0.17991140379999998,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9121806100787593,-1.4782767914667632,0,5.0
31,7,10.0,2065.6428819444445,3.1893370873,0.12542133619999998,5,3,1,1,0,0,0,0,1,0,0,0,0,0,15,0.0,0.0,-0.08333333333333333,-0.7845868884623898,0.8899628182691667,0,133.0
32,0,3494.0,2212.1990277777777,3.1999105643,0.2938291482,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,-3.1382201431806545,0.9037531586641296,1,846.0
33,25,4371.0,2487.3089467592595,3.17437355,0.175970235,12,6,1,1,1,0,0,0,1,0,1,0,0,0,41,0.0,0.0,0.0,1.6417782560449363,-1.0729475594083837,2,3785.0
34,3,2437.0,3217.717824074074,3.1688366411,0.6446533481000001,1,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0,0.0,0.0,1.2551417393414883,-1.9371888599370224,3,70647.0
35,0,1.0,174.61306712962963,3.2305243661,0.5669333049,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.338195367070656,0.40303034547439487,0,10.0
36,13,3294.0,553.2604513888889,3.1581393892,0.3001414081,9,5,1,2,3,0,1,1,0,0,2,0,0,0,2,0.0,0.0,0.0,-0.6281870276666204,-0.6944303125977601,1,280.0
37,13,42602.0,984.6442245370371,3.2109315785000003,0.3408074504,9,9,0,2,2,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,-2.4943310851670453,0.06817256318155233,2,8066.0
38,15,4062.0,1578.1147800925926,3.2062763362999998,0.3717044579,10,8,0,1,0,0,0,0,0,0,0,0,0,0,17,0.0,0.0,0.09659090909090909,-1.1617912379060338,-0.17398029154879438,1,1298.0
39,11,171.0,1264.3313425925926,3.1720152008999998,0.38892482869999995,7,6,0,1,0,0,0,0,0,0,1,0,0,0,8,0.0,0.0,0.0,0.10207540575897919,0.25390316420366754,1,892.0
40,21,1006.0,833.3691898148148,3.2015351573000004,0.1616289239,16,6,0,2,6,0,0,0,0,0,1,0,0,0,0,0.0,0.1,0.0,0.9262368378778686,-1.9146154112014995,1,1858.0
41,23,359.0,3373.4783101851854,3.1748220042,0.06608907509999999,13,7,1,0,3,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,-0.6501066277366772,0.7679192140507597,2,6284.0
42,4,58.0,2707.2253587962964,3.2186504214999996,0.45788260840000006,2,5,0,0,0,0,0,0,2,0,0,0,0,0,7,0.0,0.0,0.0,-2.108879411070768,-0.005711194998676932,1,288.0
43,16,306.0,1358.3993287037038,3.2020873217,0.2409621653,4,5,0,0,0,0,0,0,0,2,2,0,0,0,7,0.0,0.0,0.0,3.4149195712110174,-0.39677716699126075,2,5730.0
44,1,16.0,1541.5269675925927,3.2120801716000003,0.375360259,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.6020617318482118,0.9221379147148688,0,82.0
45,15,90.0,837.2259375,3.207744707,0.3871952718,12,6,0,1,0,0,0,0,1,0,0,0,0,0,11,0.0,0.0,0.0,-2.0617285610472718,1.3284134893426502,0,68.0
46,12,15.0,1369.1104745370371,3.1879922844,0.3830805991,7,6,0,1,0,0,0,0,0,0,0,0,0,0,18,0.0,0.0,-0.016666666666666666,-2.4089625179890097,0.5614964156579332,1,893.0
47,7,4052.0,3443.0015972222222,3.1975869302,0.563257131,4,2,1,1,1,0,0,0,1,0,1,0,0,0,4,0.0,0.0,0.0,-1.689941428649046,-0.9521404875353858,1,864.0
48,19,3766.0,313.86685185185183,3.1692270206,0.27768525780000003,14,4,0,1,2,0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.0,4.703600109210067,-1.223627082035411,0,69.0
49,27,54.0,2242.9977546296295,3.1273913201999997,0.166980008,8,6,1,0,1,0,0,0,1,0,0,0,0,0,4,0.0,1.0,0.0,-1.0712474964077445,1.2627713043900561,2,4505.0
50,6,120.0,3188.5231828703704,3.2899230126999996,2.3237962943,6,3,1,1,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,-5.162133816171231,-0.18609109226710902,2,2091.0
51,14,336.0,947.3121643518518,3.1616093127,0.2292666828,11,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.2768315043158851,0.2777865069882788,0,195.0
52,11,1209.0,2844.1049189814817,3.166306016,0.1312169799,8,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,-1.9321458954685693,0.7805922343336656,2,6234.0
53,10,24.0,3186.6447337962964,3.2229513601999997,0.3697493431,9,7,1,1,0,0,0,0,1,0,1,0,0,0,18,0.0,0.0,0.0,-1.8457394054558924,0.6116375915699619,2,2965.0
54,15,66.0,1902.5799652777778,2.7966005439,0.46109212039999997,14,7,0,1,0,0,0,0,3,0,0,0,0,0,13,0.0,0.0,0.0,7.3490302488656924,-1.4954445677992783,1,1199.0
55,6,3494.0,2001.9721412037038,3.2067469951999996,0.2851524503,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,-3.011203857695236,0.8120613646636397,1,1094.0
56,0,3.0,183.97052083333332,3.1645070279,0.6358317832,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7918765314958174,0.5245428264670344,0,13.0
57,6,1269.0,674.5263773148148,3.0958334572000004,0.1445369206,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,4.6715354345912425,-1.6465311680743864,1,572.0
58,24,25380.0,14.535520833333333,3.1964699455,0.2480821943,15,6,0,1,1,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.21333333333333332,-1.3612646138843176,1.202889405109639,0,1.0
59,17,6.0,1294.1433680555556,3.1712440988,0.3507596713,8,5,1,1,1,0,0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,-0.2590873766170659,0.3249381001183522,1,652.0
60,5,12780.0,2676.132233796296,3.1725479407,0.2293484057,3,4,1,1,1,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,1.2200341222491378,-1.1030523706025679,1,1409.0
61,12,28.0,3558.1448842592595,3.1717645497,0.4459770818,7,5,1,1,1,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.3394310121433538,1.6485114399328897,1,807.0
62,26,0.0,546.4728356481481,3.2075066439,0.6635890003,18,2,1,1,3,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,1.138173694026091,-1.0417202000695962,0,10.0
63,21,189.0,1875.9276851851853,3.2128215604,0.2485251262,14,8,0,1,6,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-4.007131141440389,-0.15425001941917751,1,249.0
64,30,30693.0,3940.298796296296,3.0402232637999997,0.05158036,6,4,2,2,2,0,0,0,1,1,0,0,0,0,5,0.0,0.0,0.0,1.0868608899295011,1.363061388160833,3,55641.0
65,4,1535.0,3662.1789930555556,3.2339582120999997,0.6141983307,0,4,0,1,0,0,0,0,1,1,0,0,0,0,7,0.0,0.0,0.0,-1.913339656390997,-0.4838346569648245,2,2914.0
66,0,44.0,3024.069675925926,3.2057632108,0.14897534140000002,0,3,1,1,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.85,-1.470719176681966,-1.3395602131720088,1,912.0
67,13,1444.0,1593.0022453703705,3.1137895247000005,0.3081287834,7,4,0,1,0,0,0,0,2,0,0,0,0,0,6,0.0,0.2833333333333333,0.0,1.9762163220407154,-0.44974882792052473,1,1474.0
68,6,40.0,3949.481076388889,3.1819772418,0.2877207928,5,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,-2.515138718645789,-0.27344611819865544,2,8535.0
69,17,9.0,2667.9877430555557,3.1906008221,0.20170348629999998,8,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.800659776587571,-0.03939137520413587,0,122.0
70,22,4.0,2993.4797685185185,3.2295083310000003,0.2839956924,3,10,0,2,0,0,0,0,0,2,0,0,0,0,9,0.0,0.0,0.0,-4.4113010074823755,0.012904432340226677,1,755.0
71,19,74369.0,2950.2468402777777,3.1689285215,0.2842589886,14,4,0,0,1,0,0,0,0,0,2,0,0,0,3,0.0,0.0,0.0,-1.8614639764662788,-0.29852560591624133,3,122009.0
72,9,49.0,1716.2484259259259,3.2304668716000005,0.3734693686,8,4,0,1,0,0,0,0,0,0,2,0,0,0,2,0.0,0.0,0.0,0.1655057299276359,-3.4554758684749642,1,209.0
73,0,160.0,1671.8445833333333,3.2180548831999998,0.6817592932,0,8,0,1,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,-0.08833939967711588,1.65563020324921,2,3023.0
74,8,27300.0,2292.2790740740743,3.1863092217,0.38959932799999997,6,4,1,1,1,0,0,0,1,0,1,0,0,0,6,0.0,0.0,0.0,-4.180921270520407,-0.12248471026891954,2,12160.0
75,24,47.0,3376.364664351852,3.2033270625,0.26222779809999996,9,4,1,1,1,0,0,0,0,0,0,0,0,0,14,0.0,0.0,0.0,-4.537015970461765,-0.6069742401638331,1,930.0
76,19,3766.0,465.86761574074075,3.1948283162999997,0.2652860071,13,4,0,1,2,0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.0,4.747036506331305,-2.6473208529976455,0,152.0
77,10,30.0,2057.325185185185,3.2236787900999997,0.2669907584,10,4,0,1,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,-2.1493664335665086,-1.3665038965125968,1,305.0
78,10,26.0,1485.8383680555555,3.2841631477999997,1.4768074168,5,6,0,1,0,0,0,0,0,0,1,0,0,0,6,0.0,0.0,0.0,-6.3553929879440245,-0.21497295761090862,0,103.0
79,0,2239.0,1400.2244907407407,3.2008259729,0.6368339418,0,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,-0.19634739050142466,-1.9400244940700986,1,977.0
80,27,713.0,3134.6691666666666,3.1552466354,0.22845651190000002,4,6,1,1,1,0,0,0,0,0,0,0,0,0,7,0.0,0.1,0.0,-2.0361914313323344,0.04091407813285124,2,4809.0
81,14,49.0,864.3091782407407,3.1325317855000003,0.3035499627,4,6,1,0,0,0,0,0,0,0,0,0,0,0,4,0.13636363636363635,0.35,0.06818181818181818,-0.7194883454427842,0.48463614458587345,1,1140.0
82,20,245.0,2733.650289351852,3.2101529698,0.5708473109000001,12,5,0,1,1,0,0,0,0,0,2,0,0,0,3,0.1,0.0,0.0,-3.914784854078362,-0.20358124740373176,2,4619.0
83,11,279.0,755.4449652777778,3.1799415057,0.32397362539999996,5,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-3.390360452300321,-0.41996551692567086,2,2612.0
84,14,2330.0,1525.8791435185185,3.2126749364999996,0.4501308022,10,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,-3.4601446217124625,-0.019640297160814356,2,2263.0
85,15,12.0,2299.744537037037,3.2039838527,0.3801121489,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-4.244168294523196,-0.3511991321148858,1,271.0
86,13,28.0,1537.8252430555556,3.2235908329000003,0.36169074520000005,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.657985751530698,0.8044859887384355,1,241.0
87,4,47.0,166.12302083333333,3.2142179081,0.5105357159,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1.5290917749596222,-0.5754099882154096,0,189.0
88,21,892.0,1353.5894560185186,3.2342938623000004,0.4996969442,12,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-2.1003118516042476,0.34955916470819803,1,379.0
89,0,307.0,804.4656944444445,3.1194636417000003,0.18165499989999997,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.8405191828038869,0.4253963661933642,1,1238.0
90,28,125.0,165.39854166666666,3.1969560786,0.11355710599999999,9,3,0,1,3,0,0,0,0,0,0,0,0,0,1,0.0,-0.4,0.16666666666666666,5.778432036405356,-3.720830775781768,0,124.0
91,4,27.0,588.3950578703704,3.194337505,0.20461431370000002,3,4,1,1,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.1293468249356125,-3.120504822143348,0,52.0
92,13,15192.0,3871.7925,3.1294683052999996,0.3717951846,7,3,1,1,0,1,0,0,1,0,0,0,0,0,17,0.0,0.0,0.0,-0.775626004800114,0.2826318020540373,3,30237.0
93,10,63.0,748.9263194444444,3.1791567494,0.1262899271,9,8,0,1,1,0,0,0,1,1,1,0,0,0,6,0.0,0.0,0.0,-0.30726910904323956,0.39500589541857256,0,170.0
94,7,9000.0,12.572546296296297,3.1528272073,0.23905984079999998,1,9,1,1,0,0,0,0,2,0,0,0,0,0,11,0.7,0.0,0.5166666666666666,0.17621875522923794,-2.199463372671571,0,20.0
95,16,35.0,287.8350925925926,3.2381002909,0.4279416317,10,7,0,1,2,0,0,0,0,0,1,0,0,0,0,0.21428571428571427,0.21428571428571427,0.0,-2.7102860284787162,0.6523825618487189,0,36.0
96,18,5.0,469.61576388888886,3.2038068535,0.25924425100000004,17,5,0,1,0,0,0,0,0,0,2,0,0,0,2,0.0,0.0,0.0,-1.2419491188357072,0.4792009963884271,1,439.0
97,8,27300.0,2291.398576388889,3.1745397483,0.1581458584,6,4,1,1,1,0,0,0,1,0,1,0,0,0,6,0.0,0.0,0.0,-3.3626216527598896,-0.07537234257767671,1,1703.0
98,15,12788.0,2249.005763888889,3.2238664847000003,0.27208543,4,9,9,0,1,2,0,0,2,2,1,0,0,0,68,0.3,0.3,0.11222222222222225,-4.431850734069133,-0.011533526643619502,2,2513.0
99,19,412.0,1691.2172453703704,3.1736351707,0.0416678349,8,2,0,1,1,0,0,0,1,1,2,0,0,0,2,0.0,0.0,0.0,-0.43806118188784526,0.3184267456312944,2,3716.0
100,26,0.0,1456.2711458333333,3.1711089331999998,0.35556585469999996,14,4,4,1,4,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,-0.42119388826581305,-1.0441577388599765,0,20.0
101,14,622.0,1774.4580902777777,3.186649604,0.3162994656,6,4,1,1,0,0,0,0,0,0,1,0,0,0,6,0.0,0.2,0.0,1.9514188078803174,-1.6458649126260856,2,3533.0
102,4,6.0,215.92488425925927,3.1685122473000003,0.27087825120000003,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0848036991050556,-1.7671847174244166,1,240.0
103,1,88.0,4069.1516550925926,3.1471082613,0.4625474095,1,3,0,1,0,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,-2.0633657423708582,0.386802937554699,2,6278.0
104,21,59.0,480.5009837962963,3.1934674364999998,0.199033469,12,6,0,1,1,0,0,0,3,0,0,0,0,0,21,0.13636363636363635,0.0,0.09166666666666666,-1.835725787849312,-0.02585421504387181,1,263.0
105,9,4833.0,71.63528935185185,3.1415947402,0.1420971349,8,6,1,1,1,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,-1.5661964006284124,1.377371771844221,0,45.0
106,22,268.0,667.3119212962963,3.1358843892,0.2288820496,16,2,0,1,1,0,0,1,0,0,1,0,0,0,4,0.0,0.0,0.0,0.8641817230608326,0.704157067387881,0,148.0
107,4,2437.0,3234.857962962963,3.0671534518,0.4517199099,1,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0,0.0,0.0,0.6052857766707451,-2.2125121488135076,2,12031.0
108,22,30.0,2077.6071875,3.1560526865,0.4347801231,14,6,1,1,3,0,0,1,2,0,2,0,0,0,12,0.0,0.13636363636363635,0.06818181818181818,0.4278304220641469,-0.38736013360354793,2,7264.0
109,23,1103.0,2944.5735069444445,3.1377918313,0.3072033724,15,4,1,1,3,0,0,0,1,1,3,0,0,0,4,0.0,0.0,0.0,-1.2536707667833036,0.5838381456461906,2,6583.0
110,21,39.0,615.4069907407408,3.1103064175,0.2669453031,11,7,1,1,0,0,0,0,0,0,1,0,0,0,16,0.0,0.0,0.0,2.354877954263824,0.06431716789981008,1,309.0
111,7,62.0,2898.6486342592593,3.1971898694,0.4087140307,4,3,1,1,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,-3.059079685946732,-1.3178991821853017,1,605.0
112,6,211.0,3599.453009259259,3.2142483456999997,0.2545452358,0,4,1,1,0,0,0,0,1,0,0,0,0,0,9,0.0,0.0,0.0,3.996608424974749,-2.8382149370479803,2,8805.0
113,3,38.0,3241.1888078703705,3.2445514654000003,0.43904501100000004,2,4,1,1,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,-3.476702526732271,0.28963715531177486,1,657.0
114,7,144.0,190.54474537037038,3.2022393625,0.4075943007,4,6,0,1,0,0,0,0,0,0,2,0,0,0,7,0.0,0.0,0.0,-3.4857071157767883,0.014090858523595897,1,293.0
115,0,1561.0,2076.3729166666667,3.1759214204000004,0.2963710622,0,8,1,1,0,2,2,0,0,0,0,0,0,0,11,0.0,0.0,0.0,-2.0816405858167784,0.33548405156934036,2,4354.0
116,13,2594.0,227.64105324074075,3.1521800277999996,0.2802594064,10,0,1,0,1,0,0,1,0,0,2,0,0,0,3,0.0,0.0,0.0,0.4852461635112329,-0.06056468029312792,1,254.0
117,0,12.0,638.5221412037037,3.2205184025999998,0.2850408457,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-3.882095174050066,-0.5649548755698351,0,165.0
118,14,68.0,223.16274305555555,3.1827963714,0.2630904474,5,4,1,1,0,0,0,0,0,0,2,0,0,0,6,0.0,0.0,0.0,-3.3980800687059327,-0.13107212498446874,0,61.0
119,7,614.0,1723.6969328703703,3.203838205,0.2468368112,4,7,0,1,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.16666666666666666,-1.355153206613848,-0.5053484243394964,1,1170.0
120,21,64.0,1732.8814814814814,3.1823402313,0.1513382875,13,10,0,2,0,0,0,0,1,0,1,0,0,0,9,0.0,0.0,0.0,1.0994158415719313,-2.1581900300194916,2,3851.0
121,9,105.0,586.8675462962963,3.1868084917000004,0.261506985,6,5,1,1,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,-1.857661590942921,0.5917675206396914,1,1535.0
122,4,2437.0,3259.727962962963,3.2021697868,0.4851004529,2,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0,0.0,0.0,0.22173730863486818,-2.1221055848428647,2,6783.0
123,20,63.0,385.6890162037037,3.2077110479,0.42473681329999996,14,7,2,2,0,0,0,0,2,2,0,0,0,0,18,-0.15000000000000002,0.0,-0.15000000000000002,-3.720439978036724,0.263758156607451,0,132.0
124,15,9.0,168.98981481481482,3.1883334313,0.25545890120000003,6,4,1,0,1,0,0,0,1,0,2,0,0,0,3,0.85,0.85,0.0,-2.8079616700079972,0.444192607021748,0,62.0
125,23,4.0,1355.9987847222221,3.1381583017000003,0.2438091296,14,2,1,0,1,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,1.093022535240784,-0.4384250520555823,0,56.0
126,1,5205.0,1599.631087962963,3.0972288002,0.5130318748,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,-3.0429900001868195,0.049200771654449756,1,259.0
127,9,1225.0,2501.128275462963,3.1647913377999997,0.2305846318,6,6,1,1,0,1,1,1,1,0,2,0,0,0,12,0.0,0.0,0.08333333333333333,-0.10737727871104996,1.1096569831098881,2,2623.0
128,11,246.0,2097.93556712963,3.2034249675,0.401400934,4,4,1,1,0,0,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0,0.3117985323568387,-3.068337427236636,1,1998.0
129,26,38.0,1304.4528935185185,3.1552610739999998,0.11580862480000001,13,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,-0.7014581839097109,-0.48651691946683334,0,52.0
130,8,23.0,2145.6550115740743,3.2045842407,0.08315075549999999,4,6,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0,0.13636363636363635,0.0,-4.575951751171168,-0.4180081363840409,0,75.0
131,11,1439.0,2599.083912037037,3.1626929544999998,0.4129337372,10,7,1,1,1,0,0,0,0,0,1,0,0,0,10,0.0,0.0,0.0,-0.48376673959390454,-0.0008773460913515417,2,3515.0
132,14,511.0,3393.0928935185184,3.1900688996,0.3455896392,11,6,1,1,4,0,0,0,0,0,2,0,0,0,6,0.0,0.0,0.0,-2.1566436478640942,0.06818367676038456,2,13966.0
133,20,37.0,2883.3738194444445,3.1793712047000002,0.1978856588,16,5,0,1,1,0,0,0,0,0,0,0,0,0,2,0.0,0.13636363636363635,0.0,-0.3957952772029561,-0.998826295872894,2,2028.0
134,6,396.0,2556.9708912037036,2.8579786731,0.2957597832,2,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0.0,0.0,0.1,5.252047244907255,-2.907191271932662,3,23717.0
135,21,4.0,3750.0475462962963,3.1768017436,0.29156816,12,5,2,1,2,0,0,0,2,0,2,0,0,0,17,0.0,0.25,0.0,-0.4261588665019301,-1.117198421489357,2,3539.0
136,0,11.0,682.7885185185186,3.195067182,0.0986481727,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-3.318333779362147,0.05553007211463824,0,62.0
